"v6_id","org_acronym","org_name","is_active"
"1899","SPW-4","Scotia Pro Wrestling","1"
"2260","SPW-5","Saudi Pro Wrestling","1"
"2488","SPW-6","Super Pro Wrestling","1"
"413","SPW-NJ","Synergy Pro Wrestling","0"
"401","SPWNZ","Southern Pro Wrestling New Zealand","1"
"625","SRC","Sengoku Raiden Championship","0"
"2191","SSL","Strong Style Lucha","1"
"1680","SSP","Shooting Star Pro","1"
"1737","SSP-2","Silver Star Promotions","1"
"1395","SSPW","Southern States Pro Wrestling","1"
"763","SSS","Spirit, Sky, Sand","0"
"2205","SSS-2","Pro Wrestling SSS","0"
"322","SSW","Southern States Wrestling","0"
"1457","SSW-2","Shore Star Wrestling","1"
"1912","SSW-3","Super Shogun Wrestling","1"
"2220","SSW-4","Show Me State Wrestling","1"
"522","Stampede","Stampede Wrestling","0"
"677","standalone","Stand Alone Wrestling","1"
"1639","StanduP","Stand uP Pro-Wrestling","1"
"52","STARDOM","World Wonder Ring Stardom","1"
"908","StarPro","Star Pro Wrestling","1"
"1579","StayTrue","Stay True Wrestling","1"
"1070","SteelCW","Steel City Wrestling","1"
"1396","STHLM","Stockholm Wrestling","1"
"1564","StonerU","Stoner U","1"
"906","STW","Southern Territory Wrestling","1"
"1073","STWres","Southern Tier Wrestling","1"
"2322","STWrestleFest","South Texas WrestleFest","1"
"1829","Sukeban","Sukeban","1"
"1165","Summit","Summit Pro","1"
"624","SUN","Pro Wrestling SUN","0"
"506","Sunray","Sunray Pro Wrestling","0"
"1163","SUP","Southern Underground Pro","1"
"1478","Superior","Superior Wrestling","1"
"695","Superkickd","Superkick'd","1"
"1166","SuperKrazee","SuperKrazee Pro Wrestling","1"
"2128","Superstar","Superstar Wrestling","1"
"909","SuperstarPro","Superstar Pro Wrestling","1"
"2441","SuperWrestlers","The Super Wrestlers","1"
"1544","SuperX","Super X Grand Prix Championship Wrestling","1"
"1238","SuplexSchmiede","Suplex Schmiede","1"
"483","Supreme","Supreme Wrestling","1"
"1682","SupremeW","Supreme Wrestling (France)","1"
"910","Survival","Survival Championship Wrestling","1"
"1874","SUW","Shut Up & Wrestle","0"
"2125","SVDR","Spelers Van De Ring","1"
"2387","SVN","Severe Violent Nature","1"
"1430","SVW","Seaway Valley Wrestling","1"
"2165","SVW-2","Suplex Vintage Wrestling","1"
"507","SWA","Super Wrestling Alliance","0"
"571","SWA-2","Scottish Wrestling Alliance","1"
"1458","SWA-3","South-American Wrestling Association","0"
"1698","SWA-4","Summit Wrestling Association","1"
"2119","SWA-5","Shadow Wrestling Alliance","1"
"816","SWAUK","Shropshire Wrestling Alliance","1"
"156","SWE","Southside Wrestling Entertainment","0"
"1982","SWF","Shinshu Pro Wrestling","1"
"2255","SWPW","South Wales Pro Wrestling","1"
"2261","SWR","Styrian Wrestling Revolution","1"
"99","SWS","Super World of Sports","0"
"1397","SWS-2","Svensk Wrestling Syd","1"
"1541","SWS-3","Source Wrestling School","1"
"1922","SWT","Southern Wrestling Tradition","1"
"1435","SWW","South West Wrestling","1"
"2324","SWW-2","Superstar Wars Wrestling","1"
"479","T1W","Tier 1 Wrestling","1"
"2166","T2T","Technique 2 Training Wrestling Academy","1"
"2325","TalkNShop","Talk 'N Shop A Mania","0"
"274","Target","Target Wrestling","1"
"1074","TAW","Total Action Wrestling","1"
"1754","TAW-2","That's Awesome Wrestling","1"
"2571","TAW-3","Texas All Star Wrestling","0"
"2392","TaxReturn","Tax Return Wrestling","1"
"2526","TBD","TBD Wrestling","1"
"1399","TBPW","Tampa Bay Pro Wrestling","1"
"1548","TBW","Total Blast Wrestling","0"
"255","TCLL","The Crash Lucha Libre","1"
"804","TCPW","Torture Chamber Pro Wrestling","1"
"509","TCW","Texas Championship Wrestling","0"
"510","TCW-2","Traditional Championship Wrestling","0"
"597","TCW-3","Tasmanian Championship Wrestling","1"
"1598","TCW-4","Turnbuckle Championship Wrestling","1"
"1743","TCW-5","Trailblazer Championship Wrestling","1"
"798","TCW-6","Triple Crown Wrestling","1"
"1959","TCW-7","Tamar Community Wrestling","1"
"1968","TCW-8","Tiverton Championship Wrestling","1"
"2390","TCW-9","Tennessee Championship Wrestling","1"
"1984","TDPW","Tottori Darazu Pro Wrestling","1"
"2527","TDW","Top Draw Wrestling","1"
"2535","TEAMKURISU","TEAM KURISU Pro-Wrestling","0"
"1116","TEER","Titanes en el Ring","1"
"890","Tekken","Project: Tekken","0"
"2130","Telecatch","Telecatch","1"
"323","Tenryu","Tenryu Project","0"
"766","TEP","Togichi Entertainment Pro Wrestling","0"
"2129","TEPW","Taiwan Extreme Pro Wrestling","1"
"765","Tercera","Tercera Cuerda Promociones","1"
"932","TERMINUS","TERMINUS: Modern Age Grappling","1"
"1202","Tetsujin","Tetsujin: Hybrid Wrestling","0"
"1614","TetsuPro","Tetsu Pro Wrestling","1"
"1400","TEW","Texas Elite Wrestling","1"
"1937","TEW-2","The Establishment Wrestling","1"
"2132","TEW-3","Top End Wrestling","1"
"1227","TexasRough","Texas Roughhouse","1"
"2489","TFCrew","TF Crew","1"
"2528","TFW","Total Fight Wrestling","1"
"1647","TheWrestling","The Wrestling - Coventry","1"
"707","THP","Terry Harper Presents","1"
"1546","Thrash","Thrash Wrestling","1"
"2188","ThrashElvania","ThrashElvania","0"
"1075","ThunderGirls","ThunderGirls","1"
"275","TIDAL","TIDAL Wrestling","1"
"1401","Tigers","Tigers Pro Wrestling","1"
"1167","Timebomb","Timebomb Pro","1"
"2168","TITAN","TITAN Wrestling","1"
"911","TitanCW","Titan Championship Wrestling","1"
"912","Titanic","Titanic Wrestling","1"
"1886","TIW","This Is Wrestling","1"
"176","TJPW","Tokyo Joshi Pro Wrestling","1"
"2134","TKO","Total Knock Out Wrestling","1"
"1106","TKOW","The Kingdom of Wrestling","1"
"2189","TKW","Total Kaos Wrestling","1"
"1254","TLW","Threat Level Wrestling","0"
"2348","TLW-2","Tennessee Legacy Wrestling","1"
"2491","TMW","Thunder Mountain Wrestling","1"
"3","TNA","Total Nonstop Action Wrestling","1"
"583","TNT","Tried-n-True Pro Wrestling","1"
"584","TNT-2","TNT Extreme Wrestling","1"
"1547","TobitaPro","Tobita Pro","0"
"2225","TochiPro","Tochigi Pro Wrestling","1"
"1882","TOPDojo","Thailand Origin Pro Wrestling","1"
"1459","TOS","Test of Strength Wrestling","1"
"1742","Tournament","Tournament Wrestling","1"
"1076","TOW","Top of the World","1"
"50","TPW","Tokyo Pro Wrestling","0"
"1668","TPW-2","Timber Pro Wrestling","1"
"1797","TPW-3","Thanet Pro Wrestling","1"
"1903","TPW-4","Tomahawk Professional Wrestling","1"
"2131","TPW-5","Tokachi Pro Wrestling","1"
"2492","TPW-6","Tiger Pro Wrestling","1"
"914","Tr3sCaidas","Tr3s Caidas","1"
"2326","TransGraps","TransGraps","0"
"1831","TrashPro","Trash Producciones","1"
"2391","TrinityBrawl","Trinity Brawl","1"
"1182","TRIUMPH","Triumph Pro Wrestling","1"
"671","TRP","Top Rope Promotions","1"
"2493","TRU","TRU Wrestling","1"
"256","TRUE","True Wrestling","1"
"1740","TRWA","Top Rope Wrestling Academy","1"
"2169","TSUYOI","TSUYOI Wrestling","1"
"1479","TSW","Tri-State Wrestling","1"
"1545","TSW-2","Texas Stampede Wrestling","0"
"1744","TSW-3","Tri States Wrestling","1"
"1904","TSW-4","Tri-Star Wrestling","1"
"1985","TSW-5","Trans-South Wrestling","1"
"2133","TSW-6","Top Stars Wrestling Federation","1"
"913","TTT","Total Triumph Team","1"
"324","TTW","Totally Tool Wrestling","0"
"1648","TTW-2","Top Talent Wrestling","1"
"1741","TTW-3","Top Turnbuckle Wrestling","1"
"51","TURK","Turkish Power Wrestling","1"
"2242","TWA","Texas Wrestling Alliance","0"
"2389","TWA-2","Tenacious Wrestling Alliance","1"
"2349","TWC","Texas Wrestling Cartel","1"
"1077","TWE","TWE Pro Wrestling Chattanooga","1"
"1210","TWF","Total Wrestling Federation","1"
"2167","TWI","The Wrestling Independent","1"
"2268","TWP","Titanes Wrestling Promotions","1"
"1954","TWU","True Wrestling Underground","1"
"2447","TWWF","Trans World Wrestling Federation","0"
"389","TxCW","Texican Championship Wrestling","1"
"915","Tyris","Tyris Wrestling","1"
"2178","U-FILE","U-FILE CAMP","0"
"807","UCE","Unify Championship Entertainment","1"
"1622","UCW","Ultimate Championship Wrestling","1"
"1798","UCW-2","Unified Championship Wrestling","1"
"1913","UCW-3","Ultimate Championship Wrestling (UK)","1"
"1799","UCW-UK","Upbrawl Championship Wrestling","0"
"563","UCW0","Ultra Championship Wrestling Zero","1"
"1079","Udon","Mat Pro-Wrestling Udon","1"
"1404","UEW","Underground Empire Wrestling","1"
"2494","UFO","UFO","1"
"1078","UGCW","Underground Championship Wrestling","1"
"390","UIPW","Underground Independent Pro Wrestling","1"
"1407","UIW","United Italian Wrestlers","1"
"2190","UJPW","United Japan Pro Wrestling","1"
"1402","UKnow","U Know Pro","0"
"1683","UKW","UK Wrestling","1"
"1080","UKWA","Ultimate Kombat Wrestling Association","1"
"1081","UKWW","UK Womens Wrestling","1"
"1649","ULC","Universal Lucha Company","1"
"2327","ULLO","Union Lucha Libre Orizaba","1"
"511","Ult-NWA","Ultimate NWA","0"
"1082","UltraWrestle","UltraWrestle","0"
"1255","ULW","Upper Limit Wrestling","1"
"916","Uncanny","Uncanny Attractions: Drags & Dropkicks","1"
"929","Underworld","Underworld Wrestling","0"
"2137","Unify","Unify Championship Entertainment","1"
"2495","UNION","UNION Wrestling","1"
"803","UnionIPW","Union of Independent Professional Wrestlers","0"
"1814","UnitedUK","United Wrestling UK","1"
"917","Unlimited","Unlimited Wrestling","1"
"1168","Unsanctioned","Unsanctioned Pro","1"
"1409","Uproar","Uproar Pro Wrestling","1"
"2460","Uptown","Uptown","1"
"325","UPW","Ultimate Pro Wrestling","0"
"564","UPW-2","Upstate Pro Wrestling","1"
"1756","UPW-3","United Pro Wrestling","1"
"1917","UPW-4","Unified Pro Wrestling","1"
"327","UPW-AU","United Pro Wrestling","1"
"799","UPW-Japan","Universal Pro Wrestling","0"
"326","UPW-JP","Union Pro Wrestling","0"
"820","UPWUK","Ultimate Pro Wrestling","1"
"1411","USA","USA Wrestling","1"
"1640","USA-2","USA Championship Wrestling","0"
"94","USWA","United States Wrestling Association","0"
"416","UW","Unprofessional Wrestling","1"
"1406","UW-2","Unholy Warfare","1"
"226","UWA","Underground Wrestling Alliance","1"
"512","UWA-2","United Wrestling Alliance","0"
"2135","UWA-3","Ultimate Wrestling Asia","1"
"2230","UWA-4","Ukrainian Wrestling Arena","1"
"670","UWA-Elite","UWA Elite Pro Wrestling","1"
"328","UWA-HC","UWA Hardcore Wrestling","0"
"329","UWAI","UWAI STATION Freestyle Pro-Wrestling","0"
"1408","UWE","Universyl Wrestling Enterprizes","1"
"2136","UWE-2","Ultimate Wrestling Entertainment","1"
"221","UWF","Universal Wrestling Federation","0"
"587","UWF-2","Urban Wrestling Federation","1"
"1405","UWF-3","Underground Wrestling Federation","1"
"1830","UWF-4","Ultimate Wrestling Federation","1"
"412","UWF-HA","Herb Abrams' Universal Wrestling Federation","1"
"231","UWF-JP","Universal Wrestling Federation (Japan)","0"
"1083","UWI","Ultimate Wrestling Israel","1"
"792","UWN","United Wrestling Network","1"
"57","UWR","Underground Wrestling Revolution","0"
"2185","UWS","Pro Wrestling UWS","0"
"1403","UWW","Ultimate Women of Wrestling","1"
"1800","UXC","Unite X Conquer","0"
"513","UXW","USA Xtreme Wrestling","0"
"2329","Vagos","Vagos Lucha Libre","1"
"391","Valkyrie","Valkyrie Womens Pro Wrestling","0"
"1410","Valor","Valor Wrestling","0"
"918","VAMOSTAR","VAMOSTAR Pro Wrestling","1"
"330","Vanguard","AAW Vanguard","0"
"1145","Vanguardia","Lucha Libre Vanguardia","1"
"2138","VCL","Vehshi Championship League","1"
"1550","VcV","Vítězství cit a Vášeň Originál Wrestling","1"
"565","VCW","Virginia Championship Wrestling","1"
"1413","VCW-2","Victory Commonwealth Wrestling","1"
"1914","VCW-3","Venom Championship Wrestling","1"
"2141","VCW-4","Vulcan Championship Wrestling","1"
"2446","VCW-5","Venom Championship Wrestling (UK)","1"
"1084","VenomPW","Venom Pro Wrestling","1"
"1087","Vertigo","Vertigo Pro Wrestling","1"
"1158","VIBE","Pro Wrestling VIBE","1"
"919","VicPW","Victoria Professional Wrestling","1"
"1088","VictoryPW","Victory Pro Wrestling","1"
"988","VII","VII Pro Wrestling","1"
"1871","Vikmask","Vikmask Lucha Libre","1"
"2262","VilaCatch","Vila Catch","1"
"514","Vintage","Vintage Wrestling","0"
"365","VIP","Lucha Libre VIP","1"
"1243","VIPDallas","VIP Wrestling Dallas","1"
"1239","VIPW","Velocity Impact Pro Wrestling","0"
"1412","VIPW-2","Vancouver Island Pro Wrestling","1"
"1551","VivoLL","Vivo Lucha Libre","1"
"332","VKF-WN","VKF Wrestle Naniwa","0"
"1669","VLA","Valdivia Lucha Alliance","1"
"1085","VLL","Viva La Lucha","1"
"1169","VLR","Viva La Rasslin","1"
"1086","VLucha","Valparaiso Lucha Libre","1"
"830","Voltage","Voltage Wrestling","1"
"1256","VortexPW","Vortex Pro Wrestling","1"
"414","VOW","Vicious Outcast Wrestling","1"
"2139","VP","Vicious Pursuit","1"
"331","VPW","Velocity Pro Wrestling","0"
"1549","VPW-2","Varsity Pro Wrestling","1"
"1755","VPW-3","Versus Pro Wrestling","1"
"1801","VPW-4","Valiant Pro Wrestling","1"
"2140","VPW-5","Vietnam Pro Wrestling","1"
"2328","VPW-6","Vacationland Pro Wrestling","0"
"2448","VPW-7","Viral Pro Wrestling","1"
"2330","VTW","Versus The World Wrestling","1"
"2148","W-RD","Wrestling RD","1"
"1416","W3L","World Wide Wrestling League","1"
"2334","W4AC","Wrestling 4 A Cause","0"
"1560","W4L","Wrestling 4 Life","0"
"1526","WA1","WA1 Wrestling","1"
"1172","WAC","Without A Cause Wrestling","1"
"924","WAH","Wrestle Against Hunger","1"
"2513","WAHSG","Wrestling Association HEARTSTRONG-Gumi","0"
"983","Wallaby","Pro Wrestling Wallaby","1"
"97","WAR","Wrestle and Romance","0"
"2459","WAR-2","Wrestling Action Rampage","1"
"396","WARCity","Wrestling Association of Reynosa City","1"
"610","WAROhio","Wrestling and Respect","1"
"920","Warrior","Warrior Wrestling","1"
"1803","WAS","Wrestling At Southern","1"
"47","WAVE","Pro Wrestling Wave","1"
"225","WAW","WAW Wrestling","1"
"1802","WAW-2","World Association of Wrestling North America","1"
"1839","WAW-3","We Are Wrestling (Spain)","1"
"921","WAW-NJ","We Are Wrestling (New Jersey)","1"
"519","WB","Wrestle Birmingham","0"
"2331","WBE","Wentworth Bros Entertainment","1"
"418","WBF","World Bodybuilding Federation","0"
"2146","WBF-2","Wrestling Bier und Fritten","1"
"1203","WBPW","Wide Bay Pro Wrestling","1"
"254","WC","WrestleCircus","0"
"829","WCarnival","Wrestle Carnival","0"
"96","WCCW","World Class Championship Wrestling","0"
"217","WCCW-KY","Wildcat Championship Wrestling","1"
"589","WClash","WrestleClash","0"
"2532","WCPBTW","World Class Professional Big Time Wrestling","1"
"516","WCPW","Windy City Pro Wrestling","0"
"1858","WCPW-2","Winner's Circle Pro Wrestling","1"
"2336","WCPW-3","Wet Cake Pro Wrestling","1"
"2","WCW","World Championship Wrestling","0"
"1414","WCW-2","Whaling City Wrestling","0"
"1958","WCW-3","Wildfire Championship Wrestling","1"
"1089","WCWAustralia","World Championship Wrestling Australia","0"
"229","WCWC","West Coast Wrestling Connection","1"
"1558","WDK","Wrestling.dk","0"
"518","WEC","World Extreme Cagefighting","0"
"1261","WES","Wrestling Entertainment Series","1"
"1170","WestCoastPro","West Coast Pro Wrestling","1"
"392","WEW","Women's Extreme/Erotic Wrestling","0"
"1090","WEWres","West End Wrestling","1"
"1586","WF-DXB","WrestleFest DXB","1"
"1183","WFNW","Wicked F'N Wrestling","1"
"1173","WFW","World's Finest Wrestling","1"
"694","WGF","Wrestling Geek Fest","0"
"721","WGP","Wrestle Gate Pro","1"
"1091","WGWF","West Gate Wrestling Federation","1"
"676","WHAT","Wrestling Has A Tomorrow","1"
"2332","WHIW","Woah! Hey! It's Wrestling!","0"
"1094","WI","Wrestle Island","1"
"1215","WIH","Wrestling In Hinckley","1"
"202","WILD","NWA Wildside","0"
"989","WILD2","World Independent Ladies Division","1"
"809","WildKat","WildKat Sports","1"
"1621","Will","Will Wrestling","1"
"1804","WIN","Wrestling In Newcastle","1"
"1853","WIN-2","Wrestling Is Now","1"
"1986","WIN-3","Wrestling Impavid Nervy","1"
"55","WING","Wrestling International New Generations","0"
"2151","WIVA","Wrestling WIVA","1"
"2210","WIW","Wrestling In Windsor","1"
"680","WL","The Wrestling League","1"
"1176","WLab","Wrestler's Lab","1"
"673","WLF","Wu Lin Feng","1"
"653","WLW-2","We Love Wrestling","1"
"1556","WM","Wrestle Midlands","0"
"1528","WMC","Wrestling Martin Calderon","1"
"335","WMF","Wrestling Marvelous Future","0"
"336","WNC","Wrestling New Classic","0"
"520","WOF","Wrestling On Fire","0"
"1092","WOH","World of Hurt","1"
"1808","WolfKing","The Wolf King","1"
"567","WORLD-1","WORLD-1 Wrestling","0"
"1919","WorldJapan","Fighting of World Japan Pro-Wrestling","1"
"251","WOS","World of Sport Wrestling","0"
"333","WOW","Women of Wrestling","1"
"14","WOWT","World of Wrestling Team","1"
"1093","WP","Wrestling Portugal","1"
"1938","WP-UK","Wrestling Parties UK","1"
"1906","WPE","Wrestling Pro Essonne","1"
"394","WPW","World Power Wrestling","1"
"515","WPW-2","Wellington Pro Wrestling","0"
"1554","WPW-3","Women's Pro Wrestling","0"
"2142","WPW-4","Western Pro Wrestling (Australia)","1"
"825","WPW-Can","Winnipeg Pro Wrestling","1"
"596","WR","Wrestle Rampage","1"
"734","WR-UK","Wrestling Resurgence","1"
"2512","Wrespect","Wrespect","0"
"1096","WresStars","Wrestling Stars","1"
"122","Wrestle-1","Wrestle-1","0"
"1603","WrestleArts","Wrestle Arts","1"
"686","WrestleCade","WrestleCade","1"
"334","WrestleCentre","WrestleCentre","1"
"639","wrestleclub","Idaho Wrestle Club","1"
"697","WrestleCon","WrestleCon","1"
"1221","WrestleCore","WrestleCore","1"
"2231","WrestleDrag","WrestleDrag","1"
"2144","WrestleForce","Wrestle Force","1"
"178","WrestleJam","WrestleJam","1"
"2333","WrestleLibre","Wrestle Libre","1"
"925","Wrestlemax","Wrestlemax STL","1"
"2496","WrestleParty360","Wrestle Party 360","1"
"1174","WrestlePit","WrestlePit","1"
"1417","WrestlePro","WrestlePro","1"
"1863","WrestleQuest","WrestleQuest","0"
"1175","WrestleRave","WrestleRave","1"
"1699","WrestleRex","WrestleRex","1"
"1095","WrestleSquare","Wrestle Square","1"
"2335","WrestleStock","WrestleStock","0"
"2179","WrestleVerite","WrestleVérité","1"
"54","Wrestlicious","Wrestlicious","0"
"718","WrestlingKULT","WrestlingKULT","1"
"1746","Wrestlingsports","Wrestlingsports","1"
"2232","Wrestling-SZ","Wrestling Switzerland","1"
"2149","WRG","Wrestling Revolution Global","1"
"1577","WRSA","Wild Rose Sports Association","1"
"1557","WSD","Wrestle Strong Dojo","1"
"215","WSU","Women Superstars United","1"
"1110","WSUK","Wrestling Society (UK)","1"
"2338","WSW","World Series Wrestling","1"
"58","WSX","Wrestling Society X","0"
"1527","WTF","Wrestling Theology Fellowship","1"
"1650","WTF-2","Watch This Fight","1"
"2233","WU","Wrestling United","1"
"2424","WU-Can","Wrestling United","1"
"1633","WUW","World Underground Wrestling","1"
"2170","WW-HAWA","World Wide Hispanic American Wrestling Alliance","1"
