"v6_id","org_acronym","org_name","is_active"
"1710","RCW-5","Ruthless Wrestling","1"
"2109","RCW-6","Revolution Championship Wrestling","1"
"2239","RCW-7","Royal Crown Wrestling","1"
"1059","RCWA","Reloaded Championship Wrestling Alliance","1"
"2316","RCWC","River City Wrestling Con","1"
"2106","RDR","Reis do Ringue Luta Livre","1"
"903","RDW","Red Dirt Wrestling","1"
"1386","REAL","REAL Pro Wrestling","1"
"723","RealCW","Real Championship Wrestling","0"
"1608","Reaper","Reaper Pro","1"
"1060","RebelPW","Rebel Pro Wrestling","0"
"1061","Rebels","Rebels","1"
"1062","RedRW","Red Rock Wrestling","1"
"1197","Reign","Reign: Pro Wrestling","1"
"234","REINA","REINA","1"
"2524","Relentless","Relentless Wrestling","1"
"1159","Remarkable","Remarkable Wrestling","1"
"208","REMIX","Remix Pro Wrestling","1"
"1895","Remontada","Lucha Remontada","1"
"1236","Renegades","Renegades of Wrestling","1"
"1688","RepublicOL","Republic of Lucha","1"
"1385","Reset","Pro Wrestling Reset","1"
"224","Resistance","The Resistance","0"
"2568","Reslo","Reslo","0"
"1794","Retinal","Retinal Wrestling","1"
"1160","Revive","Revive Pro","1"
"722","Revolver","The Wrestling Revolver","1"
"1240","RevWA","Revolution Wrestling Authority","1"
"2110","REW","Revolution Eastern Wrestling","1"
"2103","RFPW","Rancor Fighters Pro Wrestling","1"
"387","RFS","Revolution Free Style","1"
"979","RFTK","Rumble For The Kids","0"
"1260","RFW","Refocused Wrestling","1"
"2484","RFW-2","Rapid Fire Wrestling","1"
"904","RGR","RGR Lucha Libre","1"
"2414","RIBA","Promotora RIBA","1"
"788","RICW","Rhode Island Championship Wrestling","0"
"319","RikiPro","RikiPro","0"
"80","RINGS","Fighting Network Rings","1"
"1063","Ringside","Ringside Wrestling","1"
"2478","RingWars","Maine Ring Wars","1"
"388","RIOT","RIOT Wrestling Alliance (Mexico)","1"
"1064","RIOTHP","Riot House Promotion","0"
"1807","RIP","Reaper Independent Pro Wrestling","1"
"417","Riptide","Riptide Wrestling","1"
"2315","RIPW","Renegade Independent Pro Wrestling","1"
"606","RISE","RISE Wrestling","1"
"679","RISEunderground","RISE Underground","1"
"2319","RITR","Rumble In The Redwoods","1"
"2317","RIVERS","Rivers Producciones","1"
"239","RIW","Reckless Intent Wrestling","1"
"1597","RIW-2","Revolution Indy Wrestling","1"
"2104","RIW-3","Real Italian Wrestling","1"
"1757","RixeCatch","Rixe Catch","1"
"2458","RIZEN","RIZEN Pro Wrestling","1"
"207","RJPW","Real Japan Pro Wrestling","1"
"33","RKK","Ring Ka King","0"
"2113","RKPW","Rival Kings Pro Wrestling","1"
"386","RLL","Revolucion Lucha Libre","1"
"2253","RLL-2","Real Lucha Libre","1"
"166","RMP-2","Rocky Mountain Pro","1"
"2164","RMW","RMW Pro Wrestling","1"
"2116","RNR","Rock N Roll Wrestling (Australia)","1"
"1065","RNW","Rock N Wrestle","1"
"1105","roblesypatron","Robles y Patron Promotions","1"
"1181","RocketPro","Rocket Pro Wrestling","1"
"2115","RockWres","Rock & Wrestling","1"
"2111","ROE","Rings of Europe Pro Wrestling","1"
"1390","Rogue","Rogue Wrestling","0"
"5","ROH","Ring of Honor","1"
"1066","RomWA","Romanian Wrestling Alliance","1"
"1525","ROP","Ring of Pakistan","1"
"1477","ROR","Ring of Rebirth","1"
"210","ROW","Reality of Wrestling","1"
"2385","Royalty","Royalty Wrestling","1"
"2254","RPGW","Romanian Proving Grounds Wrestling","1"
"1661","RPR","Rad Pro Rasslin'","1"
"153","RPW","Revolution Pro Wrestling","1"
"497","RPW-2","Rampage Pro Wrestling","0"
"500","RPW-3","Rochester Pro Wrestling","0"
"572","RPW-4","Rockstar Pro Wrestling","1"
"648","RPW-5","Rival Pro Wrestling","1"
"1967","RPW-6","Regatta Pro Wrestling","1"
"2108","RPW-7","Resist Pro Wrestling","1"
"2114","RPW-8","Rivals Pro Wrestling","1"
"2206","RPW-9","Relentless Pro Wrestling","1"
"2440","RPWA","Rascals Professional Wrestling Academy","1"
"2105","RPWH","Realize Pro Wrestling Hiroshima","1"
"558","RQW","Real Quality Wrestling","0"
"649","RRW","Rock and Roll Wrestling","1"
"1456","RRW-2","Red River Wrestling","1"
"2219","RSPW","Rebel Spirit Pro Wrestling","1"
"1536","RSW","Rising Sun Wrestling","1"
"902","RTB","Raise The Bar Wrestling","1"
"1632","RTF","Ride The Fury Wrestling","0"
"1237","Rudos","Rudos V Catch","1"
"2208","Ruso","Ruso Promotion Lucha Libre","1"
"1161","Ruthless","Ruthless Pro Wrestling","1"
"2238","RVA","RVA Pro Wrestling","1"
"559","RW","Ring Warriors","1"
"209","RWA","Renegade Wrestling Alliance","1"
"1646","RWA-2","Riot Wrestling Alliance","1"
"2158","RWA-3","Runcorn Wrestling Academy","0"
"219","RWAC","Rebels With A Cause","1"
"1389","RWC","Ring Wars Carolina","1"
"1253","RWDojo","Renegade Wrestling Dojo","1"
"1466","RWE","Revolutionary Wrestling Entertainment","1"
"2112","RWE-2","Rising Wrestling Entertainment","1"
"613","RWF","Reno Wrestle Factory","1"
"1388","RWP","Ringside Wrestling Promotion","1"
"985","RWW","Rogue Women Warriors","1"
"2485","RXV","Region XV Lucha Libre","1"
"2207","RXW","Remix Wrestling","1"
"650","Ryse","Ryse Wrestling","1"
"661","Ryuku","Ryuku Dragon Pro Wrestling","1"
"651","Sabotage","Sabotage Wrestling","1"
"818","SACP","Sacrifice Pro Wresting","1"
"1447","SAJ","Squash A Jobber Wrestling","1"
"2252","SakaiGumi","Pro Wrestling Sakai Gumi","1"
"986","SanoDamashii","Sano Damashii","1"
"2395","SansRestriction","Sans Restriction","1"
"2117","Sapphire","Sapphire Wrestling","1"
"598","SAPW","Snakepit Adelaide Pro Wrestling","1"
"2124","SAPW-2","South African Pro Wrestling","1"
"2337","SAPW-3","South Atlantic Pro Wrestling","0"
"2487","Sareee-ism","Sareee-ism","1"
"1392","SAS","SAS Wrestling","1"
"2346","SavBlood","Savage Bloodline","1"
"501","SAW","Showtime All Star Wrestling","0"
"502","SAW-2","Southern Allstar Wrestling","0"
"246","SB","Style Battle","1"
"2320","SBLL","Six Brothers Lucha Libre","1"
"2263","SBMedia","Spinebuster Media","1"
"1071","SBW","Shining Burning Wrestling","0"
"1391","SBW-2","Santino Bros. Wrestling","1"
"1840","SCA","Squared Circle Action","1"
"1739","SCE","Squared Circle Expo","1"
"1199","Schadenfreude","Schadenfreude & Friends","1"
"1870","SCM","Squared Circle Megastars","1"
"1069","ScottCW","Scott County Wrestling","1"
"1164","SCP","Squared Circle Project","1"
"503","SCW","Southern Championship Wrestling","0"
"504","SCW-2","Spinebuster Championship Wrestling","0"
"1394","SCW-3","South Carolina Wrestling","1"
"1398","SCW-4","Swiss Championship Wrestling","1"
"1431","SCW-5","Southern Combat Wrestling","1"
