"name_full","name_sort","year_born","year_died","is_dead","org_acronym"
"Guerrero Maya Jr.","Guerrero Maya Jr.",,,"0","CMLL"
"Guerrero Negro Jr.","Guerrero Negro Jr.",,,"0","CMLL"
"Heavy Metal","Heavy Metal",,,"0","CMLL"
"El Hijo del Santo","El Hijo del Santo",,,"0","CMLL"
"Los Hijos del Averno (Faction)","Los Hijos del Averno (Faction)",,,"0","CMLL"
"Hiroka","Hiroka",,,"0","CMLL"
"Hombre Sin Nombre II","Hombre Sin Nombre II",,,"0","CMLL"
"Jerry Estrada","Jerry Estrada",,,"0","CMLL"
"Hiromu Takahashi","Hiromu Takahashi",,,"0","CMLL"
"Kevin Quinn","Kevin Quinn",,,"0","CMLL"
"Rey de Reyes 2000 Participants","Rey de Reyes 2000 Wrestler Entrance",,,"0","AAA"
"Carta Brava Jr. II","Carta Brava Jr. II",,,"0","AAA"
"Dark Dragón","Dark Dragon",,,"0","AAA"
"Dark Scoria","Dark Scoria",,,"0","AAA"
"Demon Rocker","Demon Rocker",,,"0","AAA"
"Devil Rocker","Devil Rocker","1967","2018","1","AAA"
"La Chiva","La Chiva",,,"0","AAA"
"La Hechicera","La Hechicera",,,"0","AAA"
"La Jarochita","La Jarochita",,,"0","AAA"
"Hiroshi Tanahashi","Hiroshi Tanahashi",,,"0","CMLL"
"La Magní­fica","La Magnifica",,,"0","AAA"
"Lolita","Lolita",,,"0","AAA"
"Mamba","Mamba",,,"0","AAA"
"Rikishi","Rikishi",,,"0","AAA"
"Myzteziz","Myzteziz",,,"0","AAA"
"Takeshi Morishima","Takeshi Morishima",,,"0","AAA"
"Kenzo Suzuki","Kenzo Suzuki",,,"0","CMLL"
"Team Tough Enough (2011)","Team Tough Enough (2011)",,,"0","WWE"
"Culture Shock with Corey Graves","Culture Shock with Corey Graves",,,"0","WWE"
"Lance Storm","Lance Storm",,,"0","SMW"
"Raptor","Raptor",,,"0","AAA"
"Abismo Negro AAA Tribute","Abismo Negro AAA Tribute",,,"0","AAA"
"Tinieblas Jr.","Tinieblas Jr.",,,"0","AAA"
"Máscara Sagrada Jr.","Mascara Sagrada Jr.",,,"0","AAA"
"Mr. Anderson","Mr. Anderson",,,"0","AAA"
"Hernández","Hernandez",,,"0","AAA"
"Vulcano","Vulcano",,,"0","AAA"
"El Psicópata [1990s]","El Psicopata [1990s]",,,"0","AAA"
"Psicosis II","Psicosis II",,,"0","AAA"
"Psicosis III","Psicosis III",,,"0","AAA"
"Ivelisse Vélez","Ivelisse Velez",,,"0","AAA"
"Path Finder","Path Finder",,,"0","AAA"
"Naomichi Marufuji","Naomichi Marufuji",,,"0","AAA"
"Minoru Tanaka","Minoru Tanaka",,,"0","AAA"
"Genki Horiguchi","Genki Horiguchi",,,"0","AAA"
"CIMA","CIMA",,,"0","AAA"
"Jushin 'Thunder' Liger","Jushin Thunder Liger",,,"0","AAA"
"Yoshinobu Kanemaru","Yoshinobu Kanemaru",,,"0","AAA"
"Tiger Mask IV","Tiger Mask IV",,,"0","AAA"
"Rey Cometa","Rey Cometa",,,"0","CMLL"
"Leono","Leono",,,"0","CMLL"
"Skándalo","Skandalo",,,"0","CMLL"
"Nosferatu","Nosferatu",,,"0","CMLL"
"Stuka Jr.","Stuka Jr.",,,"0","CMLL"
"Asturiano","Asturiano",,,"0","CMLL"
"Tony Rivera","Tony Rivera",,,"0","CMLL"
"La Máscara","La Mascara",,,"0","CMLL"
"El Elegido's Dance Songs","El Elegido's Dance Songs",,,"0","AAA"
"Okumura","Okumura",,,"0","CMLL"
"Misterioso Jr.","Misterioso Jr.",,,"0","CMLL"
"Rush","Rush",,,"0","CMLL"
"Los Spice Boys (Faction)","Los Spice Boys (Faction)",,,"0","AAA"
"Mr. México","Mr. Mexico",,,"0","CMLL"
"Chavo Guerrero","Chavo Guerrero","1949","2017","1","AAA"
"January 2015 Impact Opening Videos","January 2015 Impact Opening Videos",,,"0","TNA"
"La Sombra III","La Sombra III",,,"0","CMLL"
"Volador Jr.","Volador Jr.",,,"0","CMLL"
"Mí­stico","Mistico",,,"0","CMLL"
"Extreme Tiger","Extreme Tiger",,,"0","AAA"
"Toscano","Toscano",,,"0","CMLL"
"Shocker","Shocker",,,"0","CMLL"
"Héctor Garza","Hector Garza","1969","2013","1","CMLL"
"La Peste Negra (Faction)","La Peste Negra (Faction)",,,"0","CMLL"
"Mr. Niebla","Mr. Niebla","1973","2019","1","CMLL"
"Konnan","Konnan",,,"0","CMLL"
"Christina Von Eerie","Christina Von Eerie",,,"0","AAA"
"Máscara Año 2000 Jr.","Mascara Ano 2000 Jr.",,,"0","AAA"
"Christopher Daniels","Christopher Daniels",,,"0","AAA"
"Toscano","Toscano",,,"0","AAA"
"Lasser Boy","Lasser Boy",,,"0","AAA"
"Progress Wrestling","Progress Wrestling",,,"0","Progress"
"La Parka Negra","La Parka Negra",,,"0","AAA"
"Akebono","Akebono","1969","2024","1","DG"
"Anthony W. Mori","Anthony W. Mori",,,"0","DG"
"Black Thunder","Black Thunder",,,"0","DG"
"Blood Warriors (Faction)","Blood Warriors (Faction)",,,"0","DG"
"BxB Hulk","BxB Hulk",,,"0","DG"
"Chou Zetsurins","Chou Zetsurins",,,"0","DG"
"CIMA","CIMA",,,"0","DG"
"Naoki Tanizaki","Naoki Tanizaki",,,"0","DG"
"Madoka","Madoka",,,"0","2AW"
"Boso Boy Raito","Boso Boy Raito",,,"0","2AW"
"Daigoro Kashiwa","Daigoro Kashiwa",,,"0","2AW"
"Hardcore Kid Kojiro","Hardcore Kid Kojiro",,,"0","2AW"
"Quiet Storm","Quiet Storm",,,"0","2AW"
"Kaji Tomato","Kaji Tomato",,,"0","2AW"
"Taishi Takizawa","Taishi Takizawa",,,"0","2AW"
"Hiro Tonai","Hiro Tonai",,,"0","2AW"
"Randy Takuya","Randy Takuya",,,"0","2AW"
"Tadanobu Fujisawa","Tadanobu Fujisawa",,,"0","2AW"
"Ryuichi Sekine","Ryuichi Sekine",,,"0","2AW"
"Kim Nam Seok","Kim Nam Seok",,,"0","2AW"
"Miyako Man","Miyako Man",,,"0","2AW"
"Commissioner Mike Sato","Commissioner Mike Sato",,,"0","2AW"
"Commissioner Nakamura","Commissioner Nakamura",,,"0","2AW"
"Los Cuatro Tabascos","Los Cuatro Tabascos",,,"0","2AW"
"Yoshidaya","Yoshidaya",,,"0","2AW"
"Pal Punte","Pal Punte",,,"0","2AW"
"Chiba Port Towers","Chiba Port Towers",,,"0","2AW"
"Inouchi","Inouchi",,,"0","2AW"
"Taku Joetsu","Taku Joetsu",,,"0","2AW"
"DJ Nira","DJ Nira",,,"0","2AW"
"Luke Gallows Singles","Luke Gallows Singles",,,"0","IND"
"Tsubasa Kuragaki","Tsubasa Kuragaki",,,"0","2AW"
"Kashiwa-gumi","Kashiwa-gumi",,,"0","2AW"
"Yuu Yamakake","Yuu Yamakake",,,"0","2AW"
"Isami Kodaka","Isami Kodaka",,,"0","2AW"
"Tetsupei Ishizaka","Tetsupei Ishizaka",,,"0","2AW"
"X No.2","X No.2",,,"0","2AW"
"Daisuke Matsumoto","Daisuke Matsumoto",,,"0","2AW"
"X No.3","X No.3",,,"0","2AW"
"X No.4","X No.4",,,"0","2AW"
"X No.5","X No.5",,,"0","2AW"
"Minoru Fujita","Minoru Fujita",,,"0","2AW"
"Silver Wolf","Silver Wolf",,,"0","2AW"
"Histeria II","Histeria II",,,"0","AAA"
"AJ Styles","AJ Styles",,,"0","AAA"
"Fake Juventud Guerrera","Fake Juventud Guerrera",,,"0","AAA"
"LuFisto","LuFisto",,,"0","AAA"
"Lady Shani","Lady Shani",,,"0","AAA"
"Fusion","Fusion",,,"0","AAA"
"Máscara Sagrada","Mascara Sagrada",,,"0","AAA"
"El Alebrije II","El Alebrije II",,,"0","AAA"
"Mascarita Sagrada","Mascarita Sagrada",,,"0","AAA"
"Mascarita Sagrada Jr.","Mascarita Sagrada Jr.",,,"0","AAA"
"Novillerito","Novillerito",,,"0","AAA"
"Mascarita Sagrada V","Mascarita Sagrada V",,,"0","AAA"
"Pentagón","Pentagon",,,"0","AAA"
"Pentagón III","Pentagon III",,,"0","AAA"
"El Animal","El Animal",,,"0","AAA"
"Tito Santana (Monterrey)","Tito Santana (Monterrey)",,,"0","AAA"
"El Poder del Norte (Faction)","El Poder del Norte (Faction)",,,"0","AAA"
"Total Divas: Get up-close and personal","Total Divas: Get up-close and personal",,,"0","WWE"
"Aja Kong","Aja Kong",,,"0","AAA"
"Alda Moreno","Alda Moreno",,,"0","AAA"
"Lady Apache","Lady Apache",,,"0","AAA"
"Espectrito I","Espectrito I","1966","2016","1","AAA"
"Eddie Guerrero","Eddie Guerrero","1967","2005","1","AAA"
"Mano Negra","Mano Negra",,,"0","CMLL"
"Oro","Oro","1971","1993","1","CMLL"
"Último Dragón","Ultimo Dragon",,,"0","CMLL"
"Billy el Malo's Revelation","Billy el Malo's Revelation",,,"0","AAA"
"Laredo Boy","Laredo Boy",,,"0","AAA"
"Bugambilia","Bugambilia",,,"0","AAA"
"Marcela","Marcela",,,"0","CMLL"
"Ayumi Kurihara","Ayumi Kurihara",,,"0","CMLL"
"Mima Shimoda","Mima Shimoda",,,"0","CMLL"
"Princesa Blanca","Princesa Blanca",,,"0","CMLL"
"Amapola","Amapola",,,"0","CMLL"
"Makoda","Makoda",,,"0","NJPW"
"Tama Tonga","Tama Tonga",,,"0","CMLL"
"No Limit","No Limit",,,"0","CMLL"
"Valiente","Valiente",,,"0","CMLL"
"Mr. Águila","Mr. Águila",,,"0","CMLL"
"Ripper","Ripper",,,"0","CMLL"
"Velvet Sky","Velvet Sky",,,"0","AAA"
"Tully Blanchard","Tully Blanchard",,,"0","ECW"
"One Night Only: On PPV","One Night Only: On PPV",,,"0","TNA"
"An Exclusive Look At The BDC","An Exclusive Look At The BDC",,,"0","TNA"
"TKO Night of Knockouts","TKO Night of Knockouts",,,"0","TNA"
"My First Day","My First Day",,,"0","TNA"
"Destination X 2014: Live and Free on Spike","Destination X 2014: Live and Free on Spike",,,"0","TNA"
"Aoi Ishibashi","Aoi Ishibashi",,,"0","2AW"
"F-Words","F-Words",,,"0","2AW"
"Kei Akiyama","Kei Akiyama",,,"0","2AW"
"Mayumi Hashiba","Mayumi Hashiba",,,"0","2AW"
"Ms. X","Ms. X",,,"0","2AW"
"Nudy Rave","Nudy Rave",,,"0","2AW"
"PABLO","PABLO",,,"0","2AW"
"Tank Nagai","Tank Nagai",,,"0","2AW"
"Yuki Sato","Yuki Sato",,,"0","2AW"
"Yutaka Fukuda","Yutaka Fukuda",,,"0","2AW"
"El Hijo del Solitario","El Hijo del Solitario",,,"0","AAA"
"Centvrion","Centvrion",,,"0","AAA"
"Uhaa Nation Is Coming Soon","Uhaa Nation Is Coming Soon",,,"0","WWE"
"Sicodélico","Sicodelico",,,"0","AAA"
"Mosco de La Merced","Mosco de La Merced",,,"0","AAA"
"Mosco de La Merced II","Mosco De La Merced II",,,"0","AAA"
"Aagan Iisou (Faction)","Aagan Iisou (Faction)",,,"0","DG"
"Abdullah the Butcher","Abdullah the Butcher",,,"0","DG"
"-akatsuki- (Faction)","-akatsuki- (Faction)",,,"0","DG"
"Akira Hokuto","Akira Hokuto",,,"0","DG"
"Akira Tozawa","Akira Tozawa",,,"0","DG"
"Antonio Honda","Antonio Honda",,,"0","DG"
"Anthony Nese","Anthony Nese",,,"0","DG"
"Atsushi Onita","Atsushi Onita",,,"0","DG"
"Big Boss Shimizu","Big Boss Shimizu",,,"0","DG"
"Billy Ken Kid","Billy Ken Kid",,,"0","DG"
"Blood Generation (Faction)","Blood Generation (Faction)",,,"0","DG"
"Takashi Yoshida","Takashi Yoshida",,,"0","DG"
"Daichi Hashimoto","Daichi Hashimoto",,,"0","DG"
"Deep Drunkers (Faction)","Deep Drunkers (Faction)",,,"0","DG"
"Dia.HEARTS (Faction)","Dia.HEARTS (Faction)",,,"0","DG"
"Do FIXER (Faction)","Do FIXER (Faction)",,,"0","DG"
"Don Fujii","Don Fujii",,,"0","DG"
"Dr. Muscle","Dr. Muscle",,,"0","DG"
"Dragon Kid","Dragon Kid",,,"0","DG"
"Eita","Eita",,,"0","DG"
"Takuya Sugi","Takuya Sugi",,,"0","DG"
"El Lindaman","El Lindaman",,,"0","DG"
"Flamita","Flamita",,,"0","DG"
"Gamma","Gamma",,,"0","DG"
"Genki Horiguchi","Genki Horiguchi",,,"0","DG"
"Gorgeous Matsuno","Gorgeous Matsuno",,,"0","DG"
"Dead Or Alive","Dead Or Alive",,,"0","DG"
"Infinity","Infinity",,,"0","DG"
"Kobe World Pro-Wrestling Festival","Kobe World Pro-Wrestling Festival",,,"0","DG"
"Memorial Gate","Memorial Gate",,,"0","DG"
"The Final Gate","Final Gate",,,"0","DG"
"The Gate of Destiny","Gate of Destiny",,,"0","DG"
"Jack Evans","Jack Evans",,,"0","DG"
"Jackson Florida","Jackson Florida",,,"0","DG"
"Jimmyz (Faction)","Jimmyz (Faction)",,,"0","DG"
"Kagetora","Kagetora",,,"0","DG"
"Yasushi Kanda","Yasushi Kanda",,,"0","DG"
"Susumu Yokosuka","Susumu Yokosuka",,,"0","DG"
"JUNCTION THREE (Faction)","JUNCTION THREE (Faction)",,,"0","DG"
"Johnson Florida","Johnson Florida",,,"0","DG"
"Jushin 'Thunder' Liger","Jushin 'Thunder' Liger",,,"0","DG"
"Kaettekita Veteran-gun (Faction)","Kaettekita Veteran-gun (Faction)",,,"0","DG"
"KAMIKAZE (Faction)","KAMIKAZE (Faction)",,,"0","DG"
"Katsuo","Katsuo",,,"0","DG"
"Kei Matsutani","Kei Matsutani",,,"0","DG"
"Keirin Man","Keirin Man",,,"0","DG"
"Kenichiro Arai","Kenichiro Arai",,,"0","DG"
"Kensuke Sasaki","Kensuke Sasaki",,,"0","DG"
"KENTA","KENTA",,,"0","DG"
"Kotoka","Kotoka",,,"0","DG"
"Kzy","Kzy",,,"0","DG"
"MAD BLANKEY (Faction)","MAD BLANKEY (Faction)",,,"0","DG"
"Magnitude Kishiwada","Magnitude Kishiwada",,,"0","DG"
"Magnum TOKYO","Magnum TOKYO",,,"0","DG"
"Masaaki Mochizuki","Masaaki Mochizuki",,,"0","DG"
"TripleMania: The Music","TripleMania: The Music",,,"0","AAA"
"Masato Yoshino","Masato Yoshino",,,"0","DG"
"MAZADA","MAZADA",,,"0","DG"
"Milano Collection AT","Milano Collection AT",,,"0","DG"
"Millenials (Faction)","Millenials (Faction)",,,"0","DG"
"Mondai Ryu","Mondai Ryu",,,"0","DG"
"Monster Express (Faction)","Monster Express (Faction)",,,"0","DG"
"Muscle Outlaw'z (Faction)","Muscle Outlaw'z (Faction)",,,"0","DG"
"Naruki Doi","Naruki Doi",,,"0","DG"
"Oretachi Veteran-gun (Faction)","Oretachi Veteran-gun (Faction)",,,"0","DG"
"PAC","PAC",,,"0","DG"
"PoS.HEARTS (Faction)","PoS.HEARTS (Faction)",,,"0","DG"
"Punch Tominaga","Punch Tominaga",,,"0","DG"
"Real Hazard (Faction)","Real Hazard (Faction)",,,"0","DG"
"Open the Music Gate 2010 - Disc 1","Open the Music Gate 2010 - Disc 1",,,"0","DG"
"Rich Swann","Rich Swann",,,"0","DG"
"Ricochet","Ricochet",,,"0","DG"
"Riki Choshu","Riki Choshu",,,"0","DG"
"Ryo Saito","Ryo Saito",,,"0","DG"
"Shachihoko BOY","Shachihoko BOY",,,"0","DG"
"Open the Music Gate 2010 - Disc 2","Open the Music Gate 2010 - Disc 2",,,"0","DG"
"Shingo Takagi","Shingo Takagi",,,"0","DG"
"Shinobu","Shinobu",,,"0","DG"
"Shinobu Kandori","Shinobu Kandori",,,"0","DG"
"Shiro Koshinaka","Shiro Koshinaka",,,"0","DG"
"Open the Music Gate 2010 - Disc 3","Open the Music Gate 2010 - Disc 3",,,"0","DG"
"Konomama Ichikawa","Konomama Ichikawa",,,"0","DG"
"Open the Music Gate - Disc 1","Open the Music Gate - Disc 1",,,"0","DG"
"Super Shisa","Super Shisa",,,"0","DG"
"T-Hawk","T-Hawk",,,"0","DG"
"Takashi Okamura","Takashi Okamura",,,"0","DG"
"Taku Iwasa","Taku Iwasa",,,"0","DG"
"Takuya Sugawara","Takuya Sugawara",,,"0","DG"
"Tatsumi Fujinami","Tatsumi Fujinami",,,"0","DG"
"Open the Music Gate - Disc 2","Open the Music Gate - Disc 2",,,"0","DG"
"Tigers Mask","Tigers Mask",,,"0","DG"
"Tozawa-juku (Faction)","Tozawa-juku (Faction)",,,"0","DG"
"Typhoon (Faction)","Typhoon (Faction)",,,"0","DG"
"U-T","U-T",,,"0","DG"
"Uhaa Nation","Uhaa Nation",,,"0","DG"
"Open the Music Gate 2012 - Disc 1","Open the Music Gate 2012 - Disc 1",,,"0","DG"
"Warriors (Faction)","Warriors (Faction)",,,"0","DG"
"WindowsMG (Faction)","WindowsMG (Faction)",,,"0","DG"
"WORLD-1 (Faction)","WORLD-1 (Faction)",,,"0","DG"
"WORLD-1 International (Faction)","WORLD-1 International (Faction)",,,"0","DG"
"YAMATO","YAMATO",,,"0","DG"
"Yoshiaki Fujiwara","Yoshiaki Fujiwara",,,"0","DG"
"Yoshihiro Takayama","Yoshihiro Takayama",,,"0","DG"
"Yosukeâ™¡Santa Maria","Yosuke Santa Maria",,,"0","DG"
"Open the Music Gate 2012 - Disc 2","Open the Music Gate 2012 - Disc 2",,,"0","DG"
"Open the Music Gate 2013 - Disc 1","Open the Music Gate 2013 - Disc 1",,,"0","DG"
"Open the Music Gate 2013 - Disc 2","Open the Music Gate 2013 - Disc 2",,,"0","DG"
"The Undertaker","Undertaker",,,"0","SMW"
"Open the Music Gate 2013 - Disc 3","Open the Music Gate 2013 - Disc 3",,,"0","DG"
"Dragon Storm","Dragon Storm",,,"0","DG"
"Alundra Blayze","Alundra Blayze",,,"0","AJW"
"1,000,000 dreams / Blood Hearts","1,000,000 dreams / Blood Hearts",,,"0","DG"
"Open the Music Gate -Bootleg Disc-","Open the Music Gate -Bootleg Disc-",,,"0","DG"
"Open the Music Gate 2014 - Disc 1","Open the Music Gate 2014 - Disc 1",,,"0","DG"
"BxB Hulk / BxB Story","BxB Hulk / BxB Story",,,"0","DG"
"Open the Music Gate 2014 - Disc 2","Open the Music Gate 2014 - Disc 2",,,"0","DG"
"Open the Music Gate -Dia.HEARTS Disc-","Open the Music Gate -Dia.HEARTS Disc-",,,"0","DG"
"Open the Music Gate 2014 - Disc 3","Open the Music Gate 2014 - Disc 3",,,"0","DG"
"Tsuki","Tsuki",,,"0","CMLL"
"Espectrito","Espectrito","1966","2016","1","CMLL"
"Mí­stico II","Mistico II",,,"0","CMLL"
"Alex Koslov","Alex Koslov",,,"0","CMLL"
"Taiji Ishimori","Taiji Ishimori",,,"0","AAA"
"Kaoma Jr.","Kaoma Jr.",,,"0","AAA"
"Rhino","Rhino",,,"0","AAA"
"Marco Corleone","Marco Corleone",,,"0","CMLL"
"Acero","Acero",,,"0","CMLL"
"Aéreo","Aereo",,,"0","CMLL"
"Akuma","Akuma",,,"0","CMLL"
"Kráneo","Kraneo",,,"0","CMLL"
"Los Invasores","Los Invasores",,,"0","CMLL"
"Angelito","Angelito",,,"0","CMLL"
"Apocalipsis","Apocalipsis",,,"0","CMLL"
"Prí­ncipe Odí­n Jr.","Principe Odin Jr.",,,"0","CMLL"
"Puma","Puma",,,"0","CMLL"
"Astral","Astral",,,"0","CMLL"
"Blue Panther Jr.","Blue Panther Jr.",,,"0","CMLL"
"Rossy Moreno","Rossy Moreno",,,"0","AAA"
"Brazo de Plata","Brazo de Plata","1963","2021","1","CMLL"
"Camaleón","Camaleon",,,"0","CMLL"
"Súper Astro","Super Astro",,,"0","AAA"
"Cancerbero","Cancerbero",,,"0","CMLL"
"Canelo Casas II","Canelo Casas II",,,"0","CMLL"
"Carroña","Carrona",,,"0","CMLL"
"Cholo","Cholo",,,"0","CMLL"
"El Terrible","El Terrible",,,"0","CMLL"
"Sangre Azteca","Sangre Azteca",,,"0","CMLL"
"Máximo Sexy","Maximo Sexy",,,"0","CMLL"
"Los Perros del Mal (Faction)","Los Perros del Mal (Faction)",,,"0","CMLL"
"Dr. Wagner Jr.","Dr. Wagner Jr.",,,"0","CMLL"
"Ray Mendoza Jr.","Ray Mendoza Jr.","1960","2024","1","CMLL"
"Las Rockeras (Faction)","Las Rockeras (Faction)",,,"0","AAA"
"Tigre Universitario","Tigre Universitario",,,"0","CMLL"
"El Canek","El Canek",,,"0","CMLL"
"Rayo de Jalisco Jr.","Rayo de Jalisco Jr.",,,"0","CMLL"
"Universo 2000","Universo 2000","1963","2018","1","CMLL"
"Ciclón Ramí­rez","Ciclon Ramirez",,,"0","CMLL"
"Pantera","Pantera",,,"0","CMLL"
"Mogur","Mogur",,,"0","CMLL"
"Cachorro Mendoza","Cachorro Mendoza",,,"0","CMLL"
"Javier Cruz","Javier Cruz",,,"0","CMLL"
"Pierroth Jr.","Pierroth Jr.",,,"0","CMLL"
"Lizmark Sr.","Lizmark, Sr.","1950","2015","1","CMLL"
"Val Venis","Val Venis",,,"0","CMLL"
"Inquisidor","Inquisidor",,,"0","CMLL"
"Jushin 'Thunder' Liger","Jushin Thunder Liger",,,"0","CMLL"
"Pólvora","Polvora",,,"0","CMLL"
"Princesa Sugehit","Princesa Sugehit",,,"0","CMLL"
"Ramstein","Ramstein",,,"0","CMLL"
"Rebeldes del Desierto","Rebeldes del Desierto",,,"0","CMLL"
"Rey Bucanero","Rey Bucanero",,,"0","CMLL"
"Ephesto","Ephesto",,,"0","CMLL"
"Sahori","Sahori","1976","2018","1","CMLL"
"Scorpió Jr.","Scorpio Jr.","1966","2024","1","CMLL"
"Starman","Starman","1974","2022","1","CMLL"
"John Cone: Office Referee - Caught with their hand in the wrong lunch bag","John Cone: Office Referee - Caught with their hand in the wrong lunch bag",,,"0","WWE"
"Astro Boy II","Astro Boy II",,,"0","CMLL"
"Magnus","Magnus",,,"0","CMLL"
"Silver King","Silver King","1968","2019","1","CMLL"
"La Familia de Tijuana (Faction)","La Familia de Tijuana (Faction)",,,"0","CMLL"
"La Fiera","La Fiera","1961","2010","1","CMLL"
"Medussa","Medussa",,,"0","CMLL"
"La Comandante","La Comandante",,,"0","CMLL"
"La Ola Azul (Faction)","La Ola Azul (Faction)",,,"0","CMLL"
"Lady Apache","Lady Apache",,,"0","CMLL"
"Lizmark Jr.","Lizmark Jr.",,,"0","CMLL"
"Loco Max","Loco Max",,,"0","CMLL"
"Los Capos (Faction)","Los Capos (Faction)",,,"0","CMLL"
"Los Guerreros Laguneros (Faction)","Los Guerreros Laguneros (Faction)",,,"0","CMLL"
"Máscara Púrpura","Mascara Purpura",,,"0","CMLL"
"Máscara Sagrada","Mascara Sagrada",,,"0","CMLL"
"Mascarita Sagrada","Mascarita Sagrada",,,"0","CMLL"
"MAZADA","MAZADA",,,"0","CMLL"
"Mictlán","Mictlan",,,"0","CMLL"
"Negro Casas","Negro Casas",,,"0","CMLL"
"Mecha Mummy","Mecha Mummy",,,"0","M-PRO"
"Perro Aguayo Jr.","Perro Aguayo Jr.","1979","2015","1","CMLL"
"Billy Ken Kid","Billy Ken Kid",,,"0","M-PRO"
"Yoshitsune","Yoshitsune",,,"0","M-PRO"
"Halloween","Halloween",,,"0","CMLL"
"Hirooki Goto","Hirooki Goto",,,"0","CMLL"
"Strongman","Strongman",,,"0","CMLL"
"Hijo del Signo","Hijo del Signo",,,"0","CMLL"
"Metálico II","Metalico II",,,"0","CMLL"
"Espí­ritu Maligno","Espiritu Maligno",,,"0","CMLL"
"Tigre Blanco III","Tigre Blanco III",,,"0","CMLL"
"Dr. Xtreme","Dr. Xtreme","1970","2011","1","CMLL"
"Durango Kid","Durango Kid",,,"0","CMLL"
"Lluvia","Lluvia",,,"0","CMLL"
"Fuerza Chicana","Fuerza Chicana",,,"0","CMLL"
"Tigre Rojo Jr.","Tigre Rojo Jr.",,,"0","CMLL"
"Akrón","Akron",,,"0","CMLL"
"King Jaguar","King Jaguar",,,"0","CMLL"
"Milenium","Milenium",,,"0","CMLL"
"Sensei","Sensei",,,"0","CMLL"
"Toro Bill Jr.","Toro Bill Jr.","1981","2022","1","CMLL"
"Disturbio","Disturbio",,,"0","CMLL"
"Los Ingobernables (Faction)","Los Ingobernables (Faction)",,,"0","CMLL"
"Diamante Azul","Diamante Azul",,,"0","CMLL"
"La Fuerza TRT (Faction)","La Fuerza TRT (Faction)",,,"0","CMLL"
"Love Machine","Love Machine","1966","1994","1","AAA"
"Police Man","Police Man",,,"0","CMLL"
"Centella de Oro","Centella de Oro",,,"0","CMLL"
"Trueno","Trueno",,,"0","CMLL"
"Giant Bernard","Giant Bernard",,,"0","CMLL"
"Vangellys","Vangellys",,,"0","CMLL"
"Virus","Virus",,,"0","CMLL"
"Poder Mexica (Faction)","Poder Mexica (Faction)",,,"0","CMLL"
"El Hijo del Fantasma","El Hijo del Fantasma",,,"0","CMLL"
"Kota Ibushi","Kota Ibushi",,,"0","NOAH"
"Tiger","Tiger",,,"0","CMLL"
"Luciferno","Luciferno",,,"0","CMLL"
"Estrella Magica","Estrella Magica",,,"0","CMLL"
"Yeska","Yeska",,,"0","CMLL"
"La Seductora","La Seductora",,,"0","CMLL"
"Último Guerrero","Ultimo Guerrero",,,"0","CMLL"
"Star Fire","Star Fire",,,"0","CMLL"
"Crazy Star","Crazy Star",,,"0","CMLL"
"Tritón II","Tritón II",,,"0","CMLL"
"10 Women Cibernetico Tecnico Participants","10 Women Cibernetico Tecnico Participants",,,"0","CMLL"
"The XyCast","XyCast",,,"0","IND"
"10 Women Cibernetico Rudo Participants","10 Women Cibernetico Rudo Participants",,,"0","CMLL"
"Ten Man Mask Vs. Mask Cage Tecnico Participants","Ten Man Mask Vs. Mask Cage Participants",,,"0","CMLL"
"Ten Man Mask Vs. Mask Cage Rudo Participants","Ten Man Mask Vs. Mask Cage Rudo Participants",,,"0","CMLL"
"Eléctrico","Electrico",,,"0","CMLL"
"13 Mini Cage Match Tecnico Participants","13 Mini Cage Match Participants",,,"0","CMLL"
"Pequeño Universo","Pequeno Universo",,,"0","CMLL"
"Pequeño Warrior","Pequeno Warrior",,,"0","CMLL"
"Pierrothito","Pierrothito",,,"0","CMLL"
"Black Terry","Black Terry",,,"0","CMLL"
"Solar I","Solar I",,,"0","CMLL"
"Negro Navarro","Negro Navarro",,,"0","CMLL"
"L.A. Park","L.A. Park",,,"0","CMLL"
"Gran Markus Jr.","Gran Markus Jr.",,,"0","CMLL"
"Villaño III","Villano III","1952","2018","1","CMLL"
"Olí­mpico","Olimpico",,,"0","CMLL"
"Groond XXX","Groond XXX",,,"0","CMLL"
"El Texano Jr.","El Texano Jr.",,,"0","CMLL"
"CMLL Sunday - November 21st, 2009","CMLL Sunday - November 21st, 2009",,,"0","CMLL"
"What happened to Mistico?","What happened to Mistico?",,,"0","CMLL"
"Estrellita","Estrellita",,,"0","CMLL"
"Tiffany","Tiffany",,,"0","CMLL"
"Nakamura","Nakamura",,,"0","CMLL"
"Dalys","Dalys",,,"0","CMLL"
"Dark Silueta","Dark Silueta",,,"0","CMLL"
"Skadi","Skadi",,,"0","CMLL"
"La Vaquerita","La Vaquerita",,,"0","CMLL"
"Zeuxis","Zeuxis",,,"0","CMLL"
"Luna Mágica","Luna Mágica",,,"0","CMLL"
"Lady Afrodita","Lady Afrodita",,,"0","CMLL"
"Leon","Leon",,,"0","CMLL"
"Súper Crazy","Super Crazy",,,"0","CMLL"
"Darkness","Darkness",,,"0","AAA"
"Temas Oficiales de Los Luchadores, Vol. 1","Temas Oficiales de Los Luchadores, Vol. 1",,,"0","CMLL"
"Kurt Angle","Kurt Angle",,,"0","AAA"
"Petey Williams","Petey Williams",,,"0","AJPW"
